text,edge,slot,intent
i'd like to make a round trip from la to newark by way of charlotte,i'd like to make a round trip from la to newark by way of charlotte,O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name,atis_flight
show me the flights from westchester county to cincinnati,show me the flights from westchester county to cincinnati,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,O O O B-cost_relative O O B-depart_date.month_name B-depart_date.day_number O O B-toloc.city_name O O B-fromloc.city_name,atis_flight
what is the last flight from washington to boston,what is the last flight from washington to boston,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from atlanta to san francisco which leave the day after tomorrow after 5 o'clock pm,show me all flights from atlanta to san francisco which leave the day after tomorrow after 5 o'clock pm,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative I-depart_date.today_relative B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
find the earliest breakfast flight from boston to oakland,find the earliest breakfast flight from boston to oakland,O O B-flight_mod B-meal_description O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights between boston and washington,show me all flights between boston and washington,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what flights from san jose to dallas on friday afternoon,what flights from san jose to dallas on friday afternoon,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311,how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311,O O O O O O B-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name B-flight_number,atis_airfare
what flights are available on wednesday from atlanta to washington dc,what flights are available on wednesday from atlanta to washington dc,O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code,atis_flight
on tuesday the twenty third flights from philadelphia to san francisco on american airlines,on tuesday the twenty third flights from philadelphia to san francisco on american airlines,O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name,atis_flight
find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name,atis_aircraft
fly from dallas to baltimore,fly from dallas to baltimore,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
on august thirtieth i would like a flight from denver to san francisco in the early am,on august thirtieth i would like a flight from denver to san francisco in the early am,O B-depart_date.month_name B-depart_date.day_number O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_mod B-depart_time.period_of_day,atis_flight
what are the flights from milwaukee to tampa,what are the flights from milwaukee to tampa,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i'll need a rental car at the atlanta airport can you show me what's available,i'll need a rental car at the atlanta airport can you show me what's available,O O O B-transport_type I-transport_type O O B-airport_name I-airport_name O O O O O O,atis_ground_service
list daily flights from oakland to boston using united airlines,list daily flights from oakland to boston using united airlines,O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
what is hp,what is hp,O O B-airline_code,atis_abbreviation
could you please find me the earliest flight from boston to oakland,could you please find me the earliest flight from boston to oakland,O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me the flights from san francisco to newark that leave after 11 pm,show me the flights from san francisco to newark that leave after 11 pm,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
i need a flight delta airlines kansas city to salt lake,i need a flight delta airlines kansas city to salt lake,O O O O B-airline_name I-airline_name B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what flights depart from charlotte to newark that leave in the afternoon or leave in the evening,what flights depart from charlotte to newark that leave in the afternoon or leave in the evening,O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-or O O O B-depart_time.period_of_day,atis_flight
i'd like to fly from boston to san francisco,i'd like to fly from boston to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what flights from boston arrive in dallas fort worth before 5 pm,what flights from boston arrive in dallas fort worth before 5 pm,O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm,list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm,O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
all flights from miami to new york,all flights from miami to new york,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
tell me distance from orlando airport to the city,tell me distance from orlando airport to the city,O O O O B-fromloc.airport_name I-fromloc.airport_name O O O,atis_distance
is there any ground transportation to the city in dallas,is there any ground transportation to the city in dallas,O O O O O O O B-city_name I-city_name I-city_name,atis_ground_service
what are the flights from denver to baltimore on united airlines,what are the flights from denver to baltimore on united airlines,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
what flights are there on wednesday evening or thursday morning from denver to sfo,what flights are there on wednesday evening or thursday morning from denver to sfo,O O O O O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.airport_code,atis_flight
which united airlines flights go through denver,which united airlines flights go through denver,O B-airline_name I-airline_name O O O B-stoploc.city_name,atis_flight
would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,O O O O O O O O O O O B-airline_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is fare code h,what is fare code h,O O O O B-fare_basis_code,atis_abbreviation
can i get from dallas to san francisco leaving in the morning and arriving in the morning,can i get from dallas to san francisco leaving in the morning and arriving in the morning,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_time.period_of_day O O O O B-arrive_time.period_of_day,atis_flight
give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-depart_date.day_number I-depart_date.day_number,atis_flight
